model,train_accuracy,test_accuracy,precision_weighted,recall_weighted,weighted_f1,f1_weighted,avg_predict_time_ms,inference_time_ms,overfit_gap,overfit_level,overfit_comment,loss_curve,model_strength,model_weakness,final_comment,classification_report,train_time_sec,train_time_seconds
logistic,0.9259498936858649,0.9265619291194739,0.9272758365270609,0.9265619291194739,0.9268098189717329,0.9268098189717329,0.4810599999984788,0.4810599999984788,-0.0006120354336089928,低,训练集和测试集表现接近，模型泛化能力较好。,available,推理速度快，泛化稳定，可解释性强，适合作为基线模型。,表达能力有限，对复杂非线性分类边界的拟合能力不如核方法和集成模型。,该模型推理速度很快，训练集和测试集表现较接近，适合作为稳定基线。,"              precision    recall  f1-score   support

    BARBUNYA       0.93      0.94      0.93       271
      BOMBAY       1.00      1.00      1.00       111
        CALI       0.94      0.93      0.94       325
    DERMASON       0.92      0.91      0.92       691
       HOROZ       0.97      0.95      0.96       402
       SEKER       0.96      0.95      0.95       418
        SIRA       0.86      0.89      0.87       519

    accuracy                           0.93      2737
   macro avg       0.94      0.94      0.94      2737
weighted avg       0.93      0.93      0.93      2737
",0.2182764000000006,0.2182764000000006
knn,1.0,0.9203507489952503,0.9212856514038227,0.9203507489952503,0.9206703762044945,0.9206703762044945,47.976119999998446,47.976119999998446,0.07964925100474973,高,训练集准确率明显高于测试集，存在一定过拟合。,N/A,实现简单，属于非参数模型，对局部样本分布有较直接的刻画能力。,推理速度较慢，对距离度量和特征标准化比较敏感。,该模型训练集准确率明显高于测试集，存在一定过拟合，需要结合泛化表现谨慎选择。,"              precision    recall  f1-score   support

    BARBUNYA       0.95      0.92      0.93       271
      BOMBAY       1.00      0.97      0.99       111
        CALI       0.92      0.94      0.93       325
    DERMASON       0.91      0.91      0.91       691
       HOROZ       0.97      0.94      0.96       402
       SEKER       0.95      0.94      0.94       418
        SIRA       0.86      0.89      0.87       519

    accuracy                           0.92      2737
   macro avg       0.93      0.93      0.93      2737
weighted avg       0.92      0.92      0.92      2737
",0.001381900000000158,0.001381900000000158
svm,0.9390773782009799,0.9342345633905736,0.9344571870352238,0.9342345633905736,0.9343058772130919,0.9343058772130919,311.2127199999975,311.2127199999975,0.004842814810406271,低,训练集和测试集表现接近，模型泛化能力较好。,N/A,测试准确率较高，RBF 核适合处理非线性分类边界。,推理速度相对较慢，对参数和数据规模比较敏感。,该模型测试准确率较高，但推理速度相对较慢，适合更重视精度的场景。,"              precision    recall  f1-score   support

    BARBUNYA       0.93      0.93      0.93       271
      BOMBAY       1.00      0.97      0.99       111
        CALI       0.94      0.95      0.94       325
    DERMASON       0.92      0.93      0.92       691
       HOROZ       0.97      0.95      0.96       402
       SEKER       0.95      0.96      0.96       418
        SIRA       0.89      0.89      0.89       519

    accuracy                           0.93      2737
   macro avg       0.94      0.94      0.94      2737
weighted avg       0.93      0.93      0.93      2737
",2.1257681,2.1257681
random_forest,1.0,0.9185239313116551,0.9188288010456988,0.9185239313116551,0.9186291626604361,0.9186291626604361,90.83274000000188,90.83274000000188,0.0814760686883449,高,训练集准确率明显高于测试集，存在一定过拟合。,N/A,集成多棵决策树，抗噪能力较好，对特征尺度不敏感。,训练集准确率过高时可能存在过拟合，模型解释性弱于线性模型。,该模型训练集准确率明显高于测试集，存在一定过拟合，需要结合泛化表现谨慎选择。,"              precision    recall  f1-score   support

    BARBUNYA       0.93      0.91      0.92       271
      BOMBAY       1.00      1.00      1.00       111
        CALI       0.93      0.92      0.93       325
    DERMASON       0.90      0.92      0.91       691
       HOROZ       0.96      0.94      0.95       402
       SEKER       0.94      0.94      0.94       418
        SIRA       0.86      0.87      0.87       519

    accuracy                           0.92      2737
   macro avg       0.93      0.93      0.93      2737
weighted avg       0.92      0.92      0.92      2737
",11.297548199999998,11.297548199999998
xgboost,0.9845613386336323,0.9254658385093167,0.9258296580165017,0.9254658385093167,0.9256137255341738,0.9256137255341738,65.7052799999974,65.7052799999974,0.059095500124315525,高,训练集准确率明显高于测试集，存在一定过拟合。,available,提升树模型能够逐步修正前序模型错误，通常适合结构化表格数据。,参数较多，训练过程更复杂，若控制不好可能出现一定过拟合。,该模型训练集准确率明显高于测试集，存在一定过拟合，需要结合泛化表现谨慎选择。,"              precision    recall  f1-score   support

    BARBUNYA       0.95      0.93      0.94       271
      BOMBAY       1.00      1.00      1.00       111
        CALI       0.94      0.94      0.94       325
    DERMASON       0.90      0.91      0.90       691
       HOROZ       0.97      0.95      0.96       402
       SEKER       0.95      0.94      0.95       418
        SIRA       0.87      0.88      0.88       519

    accuracy                           0.93      2737
   macro avg       0.94      0.94      0.94      2737
weighted avg       0.93      0.93      0.93      2737
",5.293464199999999,5.293464199999999
